,ccode,date,raceref,course,raceclass,n_dist,going,horseno,drawing,jockey,wt_carried,netadj,blinker,trainer,rating,odd_fn,weights,runners,latest_sr,purse,ctry,color_e,sex,foaldate,rank
4586,43,41675,33373,1,5,1650,1,9,3,18,119,0,7,20,24,29,1068,12,102,550000,1,2,1,39666,1
4587,33,41675,33373,1,5,1650,1,5,5,21,129,0,9,4,34,48,1006,12,104,550000,6,2,1,39541,1
4588,334,41675,33373,1,5,1650,1,7,11,22,121,0,1,1,26,66,1093,12,93,550000,2,2,1,39343,0
4589,531,41675,33373,1,5,1650,1,10,2,4,113,0,6,3,18,76,1094,12,101,550000,2,2,1,38259,0
4590,235,41675,33373,1,5,1650,1,8,4,6,119,-2,7,8,26,180,1023,12,99,550000,2,3,1,38590,0
4591,342,41675,33373,1,5,1650,1,3,10,16,132,0,30,21,37,350,1113,12,0,550000,2,2,1,39344,0
4592,161,41675,33373,1,5,1650,1,2,6,9,132,0,18,22,37,150,1079,12,105,550000,3,2,1,39205,1
4593,354,41675,33373,1,5,1650,1,1,9,24,133,0,30,11,38,300,1111,12,92,550000,1,2,1,38661,0
4594,126,41675,33373,1,5,1650,1,11,1,28,114,1,29,2,14,460,1151,12,99,550000,1,2,1,38614,0
4595,204,41675,33374,1,4,1800,1,3,4,2,130,0,3,8,58,180,1043,11,110,725000,2,1,1,39022,1
4596,356,41675,33374,1,4,1800,1,10,8,13,114,-5,37,13,47,210,1155,11,106,725000,1,2,1,39315,0
4597,165,41675,33374,1,4,1800,1,9,2,28,120,0,228,9,48,41,1116,11,104,725000,1,2,1,39362,0
4598,602,41675,33374,1,4,1800,1,1,10,21,131,0,9,6,59,53,1142,11,109,725000,1,2,1,39735,1
4599,489,41675,33374,1,4,1800,1,5,3,6,123,-2,96,8,53,200,1219,11,108,725000,1,2,1,38647,0
4600,564,41675,33374,1,4,1800,1,8,1,22,122,0,13,24,50,120,1068,11,109,725000,4,2,1,39879,1
4601,408,41675,33374,1,4,1800,1,7,9,24,123,0,110,19,51,340,1031,11,108,725000,3,3,1,39537,0
4602,162,41675,33374,1,4,1800,1,4,7,7,119,-7,46,14,54,85,1168,11,105,725000,6,3,1,39177,0
4603,690,41675,33374,1,4,1800,1,11,5,9,119,1,7,22,46,54,1153,11,100,725000,2,2,1,39366,0
4604,212,41675,33374,1,4,1800,1,2,6,3,131,0,3,23,59,46,1143,11,0,725000,2,2,1,39008,0
4605,604,41675,33375,1,4,1000,1,5,9,16,125,0,3,19,51,72,1182,12,107,725000,1,3,1,39734,1
4606,994,41675,33375,1,4,1000,1,3,12,22,126,0,9,9,52,230,1058,12,99,725000,2,2,1,40488,0
4607,350,41675,33375,1,4,1000,1,10,10,6,114,-2,37,11,42,900,1057,12,96,725000,6,3,1,39187,0
4608,789,41675,33375,1,4,1000,1,8,6,9,121,0,9,13,47,200,1086,12,102,725000,2,2,1,40449,0
4609,1073,41675,33375,1,4,1000,1,4,7,4,126,0,1,7,52,160,1077,12,99,725000,5,2,1,40097,0
4610,828,41675,33375,1,4,1000,1,1,3,3,133,0,9,6,59,83,1142,12,111,725000,1,2,1,40123,1
4611,367,41675,33375,1,4,1000,1,9,8,8,116,-2,1,1,44,990,1050,12,84,725000,1,2,1,40073,0
4612,368,41675,33375,1,4,1000,1,2,5,28,133,0,3,12,59,94,1190,12,106,725000,6,2,1,39505,0
4613,410,41675,33375,1,4,1000,1,7,2,21,122,0,3,3,48,18,1215,12,106,725000,1,3,1,39696,1
4614,923,41675,33375,1,4,1000,1,6,11,12,123,0,30,23,49,990,1154,12,0,725000,2,3,3,39712,0
4615,481,41675,33375,1,4,1000,1,11,1,10,116,0,54,15,42,89,1096,12,98,725000,2,2,1,40072,0
4616,590,41675,33376,1,5,1200,1,4,4,3,129,0,47,18,35,85,1082,12,100,550000,3,2,1,39494,1
4617,589,41675,33376,1,5,1200,1,2,9,16,133,0,9,23,39,170,1128,12,0,550000,2,2,1,39397,0
4618,855,41675,33376,1,5,1200,1,8,6,28,124,0,14,3,30,25,1123,12,101,550000,2,1,1,40127,1
4619,3,41675,33376,1,5,1200,1,9,2,15,119,-2,2,3,27,80,1023,12,94,550000,2,3,1,39722,0
4620,1,41675,33376,1,5,1200,1,3,7,13,126,-5,1,1,37,630,1172,12,77,550000,1,1,1,38970,0
4621,536,41675,33376,1,5,1200,1,5,1,22,126,0,94,22,32,82,1097,12,98,550000,1,2,1,39018,0
4622,685,41675,33376,1,5,1200,1,6,12,4,126,0,7,2,32,300,1141,12,92,550000,1,3,1,39744,0
4623,120,41675,33376,1,5,1200,1,12,5,21,115,2,7,4,17,58,1045,12,95,550000,1,1,1,39710,0
4624,720,41675,33376,1,5,1200,1,7,8,8,123,-2,7,14,31,530,1106,12,100,550000,2,3,1,39313,0
4625,760,41675,33376,1,5,1200,1,11,3,6,113,2,3,11,18,270,1100,12,88,550000,2,2,1,38237,0
4626,124,41675,33376,1,5,1200,1,10,11,9,119,0,7,20,25,190,1103,12,102,550000,1,2,1,39337,1
4627,170,41675,33376,1,5,1200,1,1,10,2,133,0,3,12,39,130,1123,12,92,550000,1,2,1,39349,0
4628,947,41675,33377,1,4,1200,1,5,4,6,123,-2,1,24,52,130,1140,12,104,725000,3,2,1,38763,0
4629,145,41675,33377,1,4,1200,1,12,2,28,117,0,18,10,44,25,1141,12,109,725000,3,2,1,39918,1
4630,984,41675,33377,1,4,1200,1,8,6,3,121,0,88,1,48,65,1019,12,0,725000,2,1,1,39400,0
4631,929,41675,33377,1,4,1200,1,6,8,10,123,0,14,21,50,490,1146,12,95,725000,2,2,1,40422,0
4632,339,41675,33377,1,4,1200,1,7,1,9,123,0,67,22,50,130,1109,12,102,725000,6,2,1,39873,0
4633,62,41675,33377,1,4,1200,1,11,5,8,115,-2,26,11,44,320,1056,12,107,725000,1,2,1,38274,1
4634,696,41675,33377,1,4,1200,1,3,10,2,131,0,3,2,58,87,1041,12,107,725000,1,1,1,39708,0
4635,341,41675,33377,1,4,1200,1,1,11,21,133,0,23,18,60,61,1162,12,95,725000,2,2,1,40115,0
4636,524,41675,33377,1,4,1200,1,2,9,18,131,0,42,20,58,170,1033,12,105,725000,1,2,1,39748,0
4637,1074,41675,33377,1,4,1200,1,10,12,15,115,-2,3,12,44,770,1165,12,99,725000,2,1,1,40118,0
4638,701,41675,33377,1,4,1200,1,4,7,4,127,0,170,7,54,190,1077,12,79,725000,3,2,5,39921,0
4639,1031,41675,33377,1,4,1200,1,9,3,12,120,0,1,13,47,140,1144,12,102,725000,1,2,1,39767,1
4640,388,41675,33378,1,3,1200,1,9,7,10,119,0,9,15,66,100,1019,12,0,1000000,3,2,4,39494,0
4641,302,41675,33378,1,3,1200,1,5,11,3,124,0,23,12,71,88,1165,12,106,1000000,4,2,1,39557,0
4642,190,41675,33378,1,3,1200,1,6,10,8,122,-2,3,22,71,760,1083,12,98,1000000,1,2,1,38227,0
4643,566,41675,33378,1,3,1200,1,3,8,24,130,0,3,11,77,60,1155,12,111,1000000,1,1,1,39003,1
4644,1075,41675,33378,1,3,1200,1,10,1,13,114,-5,215,13,66,990,1010,12,93,1000000,2,2,1,40098,0
4645,151,41675,33378,1,3,1200,1,11,5,4,117,0,3,3,64,340,1091,12,98,1000000,2,2,1,38628,0
4646,903,41675,33378,1,3,1200,1,12,6,15,115,-2,1,23,64,500,1204,12,88,1000000,1,1,1,40077,0
4647,676,41675,33378,1,3,1200,1,1,9,22,133,0,7,4,80,280,1222,12,109,1000000,1,1,1,39032,0
4648,605,41675,33378,1,3,1200,1,4,3,28,125,0,15,14,72,63,1080,12,107,1000000,3,2,1,39879,1
4649,742,41675,33378,1,3,1200,1,2,2,21,132,0,1,20,79,18,1054,12,112,1000000,7,2,1,39513,1
4650,300,41675,33378,1,3,1200,1,8,4,12,121,0,26,19,68,230,1049,12,100,1000000,3,2,1,39511,0
4651,196,41675,33379,1,3,1200,1,4,1,13,123,-5,1,12,75,320,1080,12,110,1000000,6,2,1,39507,0
4652,383,41675,33379,1,3,1200,1,10,9,7,110,-7,1,9,64,160,1165,12,108,1000000,6,2,1,39483,0
4653,976,41675,33379,1,3,1200,1,6,10,9,120,0,15,13,67,990,1037,12,109,1000000,1,2,1,40469,0
4654,921,41675,33379,1,3,1200,1,11,11,21,117,0,1,22,64,44,1104,12,109,1000000,3,2,1,39859,1
4655,1076,41675,33379,1,3,1200,1,5,5,22,121,0,1,20,68,72,1073,12,112,1000000,2,2,1,40103,0
4656,72,41675,33379,1,3,1200,1,9,4,28,120,0,18,14,67,250,1024,12,107,1000000,7,2,5,39891,0
4657,1040,41675,33379,1,3,1200,1,1,6,24,133,0,18,10,80,76,1288,12,114,1000000,1,2,1,40092,0
4658,251,41675,33379,1,3,1200,1,7,2,3,120,0,13,11,67,35,1082,12,112,1000000,1,2,1,39748,1
4659,86,41675,33379,1,3,1200,1,2,3,10,130,0,17,15,77,37,1092,12,116,1000000,1,2,1,40083,1
4660,394,41675,33379,1,3,1200,1,3,7,16,128,0,1,18,75,530,1176,12,109,1000000,1,4,1,39347,0
4661,371,41675,33379,1,3,1200,1,12,8,4,114,0,3,7,61,930,1100,12,93,1000000,1,3,1,40080,0
4662,108,41675,33380,1,3,1800,1,1,1,2,133,0,1,14,80,110,1072,12,113,1000000,1,2,1,39341,0
4663,359,41675,33380,1,3,1800,1,11,7,12,115,0,3,17,62,990,1102,12,107,1000000,1,2,1,40089,0
4664,864,41675,33380,1,3,1800,1,12,6,4,114,0,7,6,61,33,988,12,110,1000000,2,2,1,40399,1
4665,913,41675,33380,1,3,1800,1,6,4,6,123,-2,13,7,72,700,1099,12,110,1000000,1,2,1,40128,0
4666,322,41675,33380,1,3,1800,1,5,12,22,127,0,44,9,74,220,1118,12,108,1000000,1,2,1,39700,0
4667,565,41675,33380,1,3,1800,1,10,8,3,117,0,14,23,64,76,1060,12,108,1000000,6,3,1,39921,1
4668,17,41675,33380,1,3,1800,1,9,11,21,119,0,32,10,66,45,1046,12,108,1000000,2,1,3,40095,1
4669,434,41675,33380,1,3,1800,1,2,2,9,130,0,9,20,77,110,1079,12,110,1000000,2,2,1,39716,0
4670,813,41675,33380,1,3,1800,1,8,5,28,124,0,30,15,71,46,1050,12,107,1000000,2,2,1,40070,0
4671,381,41675,33380,1,3,1800,1,7,3,10,124,0,7,8,71,990,1072,12,105,1000000,8,2,1,39944,0
4672,94,41675,33380,1,3,1800,1,3,10,16,129,0,3,19,76,150,1050,12,102,1000000,3,2,1,40253,0
4673,711,41675,33380,1,3,1800,1,4,9,24,129,0,1,2,76,320,1045,12,111,1000000,3,2,1,39173,0
4674,687,41678,33381,5,5,1600,1,3,4,3,132,0,1,21,39,82,1081,14,101,550000,3,3,1,39540,0
4675,230,41678,33381,5,5,1600,1,7,14,6,126,-2,77,18,35,480,965,14,101,550000,2,2,1,39719,0
4676,237,41678,33381,5,5,1600,1,12,5,22,122,0,37,3,29,130,1021,14,101,550000,9,3,1,39702,1
4677,586,41678,33381,5,5,1600,1,14,11,4,117,0,31,7,24,78,1078,14,103,550000,2,3,4,39739,0
4678,618,41678,33381,5,5,1600,1,1,13,28,133,0,7,14,40,100,1093,14,106,550000,2,1,1,38271,0
4679,486,41678,33381,5,5,1600,1,5,3,21,131,0,32,17,38,53,1114,14,104,550000,2,1,1,39358,0
4680,549,41678,33381,5,5,1600,1,8,8,24,127,0,150,22,34,180,1045,14,96,550000,2,2,1,40090,0
4681,832,41678,33381,5,5,1600,1,10,2,16,123,0,3,11,30,270,1109,14,89,550000,1,2,1,39748,0
4682,174,41678,33381,5,5,1600,1,6,9,10,130,0,157,6,37,180,1121,14,98,550000,1,2,1,39727,0
4683,34,41678,33381,5,5,1600,1,13,10,8,120,-2,6,1,29,570,1191,14,93,550000,1,2,1,39017,0
4684,629,41678,33381,5,5,1600,1,2,7,5,133,0,147,23,40,100,999,14,104,550000,1,3,1,39696,1
4685,35,41678,33381,5,5,1600,1,11,6,12,122,0,1,18,29,780,1104,14,96,550000,2,3,1,39750,0
4686,43,41678,33381,5,5,1600,1,9,1,18,124,0,7,20,24,46,1058,14,96,550000,1,2,1,39666,0
4687,626,41678,33381,5,5,1600,1,4,12,2,132,0,3,20,39,98,1179,14,109,550000,2,3,1,40078,1
4688,623,41678,33382,5,4,1000,1,6,6,21,127,0,94,6,53,70,1188,14,110,725000,2,2,1,40055,1
4689,1077,41678,33382,5,4,1000,1,8,10,5,126,0,1,5,52,84,1146,14,94,725000,1,2,1,40407,0
4690,482,41678,33382,5,4,1000,1,5,4,12,127,0,3,12,53,610,1182,14,108,725000,2,2,1,39707,0
4691,1028,41678,33382,5,4,1000,1,9,3,3,126,0,135,2,52,230,1061,14,110,725000,1,1,1,40059,0
4692,792,41678,33382,5,4,1000,1,4,13,10,128,0,17,15,54,55,1046,14,107,725000,2,2,1,40417,0
4693,1078,41678,33382,5,4,1000,1,1,12,24,133,0,1,22,59,92,1146,14,0,725000,1,3,4,40070,1
4694,477,41678,33382,5,4,1000,1,14,2,6,114,2,1,18,40,490,1118,14,56,725000,2,2,1,40082,0
4695,57,41678,33382,5,4,1000,1,3,5,2,129,0,14,3,55,430,1052,14,108,725000,1,2,1,39328,0
4696,1018,41678,33382,5,4,1000,1,2,11,4,133,0,1,9,59,22,1134,14,112,725000,1,2,1,40463,1
4697,689,41678,33382,5,4,1000,1,12,8,8,119,-2,1,1,47,990,1149,14,101,725000,1,2,1,38633,0
4698,1019,41678,33382,5,4,1000,1,11,1,9,124,0,1,13,50,990,1109,14,100,725000,2,2,1,40445,0
4699,1079,41678,33382,5,4,1000,1,10,14,28,126,0,1,4,52,370,1095,14,103,725000,2,2,1,40470,0
4700,1020,41678,33382,5,4,1000,1,7,9,16,126,0,9,8,52,260,1111,14,85,725000,2,2,1,40091,0
4701,261,41678,33382,5,4,1000,1,13,7,18,118,0,9,20,44,280,1079,14,103,725000,1,2,1,39765,0
4702,619,41678,33383,3,4,1200,1,6,3,7,117,-7,1,21,49,110,1093,12,105,725000,2,2,1,39006,0
4703,475,41678,33383,3,4,1200,1,3,6,22,131,0,257,16,56,59,1170,12,109,725000,1,2,3,40132,1
4704,349,41678,33383,3,4,1200,1,7,10,21,123,0,42,6,48,25,1006,12,109,725000,1,2,1,40094,1
4705,457,41678,33383,3,4,1200,1,10,12,8,117,-2,6,1,44,330,1088,12,100,725000,2,2,1,39011,0
4706,597,41678,33383,3,4,1200,1,9,1,3,119,0,1,3,44,150,1097,12,99,725000,3,2,1,40218,0
4707,778,41678,33383,3,4,1200,1,5,5,16,128,0,315,17,53,360,1191,12,93,725000,2,2,3,39761,0
4708,697,41678,33383,3,4,1200,1,8,7,24,121,0,13,18,46,740,1179,12,100,725000,2,2,1,40410,0
4709,1047,41678,33383,3,4,1200,1,2,8,9,132,0,1,13,57,480,1031,12,97,725000,6,3,1,40241,0
4710,1036,41678,33383,3,4,1200,1,4,4,28,130,0,134,9,55,43,1096,12,90,725000,2,4,1,40096,0
4711,480,41678,33383,3,4,1200,1,11,2,12,118,0,134,12,43,990,1123,12,95,725000,4,6,3,40245,0
4712,483,41678,33383,3,4,1200,1,12,11,15,116,-2,3,23,43,200,1202,12,92,725000,1,2,1,39730,0
4713,417,41678,33383,3,4,1200,1,1,9,10,133,0,7,15,58,86,1120,12,109,725000,2,3,1,40084,1
4714,978,41678,33384,5,4,1400,1,5,14,16,124,0,316,8,48,430,1055,14,92,725000,1,4,1,40433,0
4715,721,41678,33384,5,4,1400,1,11,1,8,119,-2,17,5,45,990,1154,14,95,725000,1,2,1,40084,0
4716,1001,41678,33384,5,4,1400,1,4,7,7,118,-7,16,9,49,990,1060,14,100,725000,1,1,4,39757,0
4717,838,41678,33384,5,4,1400,1,12,8,6,119,-2,1,3,45,760,1108,14,95,725000,1,2,3,39752,0
4718,39,41678,33384,5,4,1400,1,9,5,4,122,0,21,7,46,66,1124,14,94,725000,2,1,1,40092,0
4719,798,41678,33384,5,4,1400,1,14,2,28,118,0,7,23,42,120,1166,14,96,725000,1,2,1,39760,0
4720,731,41678,33384,5,4,1400,1,13,6,9,121,0,30,22,45,670,1220,14,84,725000,1,2,3,40105,0
4721,986,41678,33384,5,4,1400,1,1,4,5,130,0,9,2,54,19,1176,14,105,725000,1,3,1,40089,1
4722,788,41678,33384,5,4,1400,1,7,12,12,123,0,1,18,47,990,1027,14,95,725000,2,2,1,40505,0
4723,175,41678,33384,5,4,1400,1,8,11,24,123,0,9,11,47,240,1094,14,98,725000,2,2,1,39690,0
4724,786,41678,33384,5,4,1400,1,3,13,3,127,0,9,13,51,82,1112,14,104,725000,1,2,1,40440,1
4725,462,41678,33384,5,4,1400,1,2,10,21,129,0,3,16,53,150,1077,14,102,725000,6,2,1,40265,0
4726,271,41678,33384,5,4,1400,1,10,9,22,122,0,44,4,46,200,1027,14,96,725000,1,2,1,39763,0
4727,179,41678,33385,5,3,1200,1,11,11,8,112,-2,131,13,61,250,1022,12,110,1000000,2,2,1,40047,1
4728,1080,41678,33385,5,3,1200,1,5,9,22,122,0,1,1,74,920,1007,12,99,1000000,6,2,1,40627,0
4729,370,41678,33385,5,3,1200,1,6,12,28,121,0,64,14,68,100,1203,12,107,1000000,3,2,1,40275,1
4730,369,41678,33385,5,3,1200,1,3,7,9,126,0,9,20,73,570,1199,12,100,1000000,2,2,1,39304,0
4731,1081,41678,33385,5,3,1200,1,7,3,6,118,-2,77,3,67,990,989,12,100,1000000,1,3,1,40469,0
4732,1082,41678,33385,5,3,1200,1,9,5,5,120,1,77,22,66,85,1173,12,100,1000000,1,2,1,40073,0
4733,99,41678,33385,5,3,1200,1,4,8,7,116,-7,30,15,70,580,1173,12,114,1000000,1,2,3,40081,0
4734,206,41678,33385,5,3,1200,1,2,2,18,126,0,20,17,73,120,1044,12,102,1000000,6,3,1,39910,0
4735,93,41678,33385,5,3,1200,1,10,4,21,117,0,57,7,64,52,1211,12,103,1000000,1,1,1,40127,1
4736,97,41678,33385,5,3,1200,1,12,1,10,114,0,46,8,61,810,1037,12,98,1000000,3,2,4,39844,0
4737,553,41678,33385,5,3,1200,1,8,10,4,119,0,155,6,66,88,1122,12,105,1000000,1,1,1,39749,0
4738,835,41678,33385,5,3,1200,1,1,6,2,129,0,1,10,76,19,1077,12,110,1000000,2,3,1,40047,0
4739,587,41678,33386,5,4,1600,1,12,7,21,116,0,1,13,43,61,1052,14,108,725000,1,2,1,39730,1
4740,865,41678,33386,5,4,1600,1,7,2,24,124,0,30,2,51,200,1140,14,101,725000,1,2,1,39005,0
4741,528,41678,33386,5,4,1600,1,2,13,3,130,0,9,23,57,73,1116,14,107,725000,2,3,1,39739,0
4742,633,41678,33386,5,4,1600,1,6,10,22,125,0,3,17,52,820,1137,14,98,725000,2,2,1,39339,0
4743,717,41678,33386,5,4,1600,1,9,8,9,120,1,3,22,46,990,1081,14,94,725000,1,2,1,38661,0
4744,46,41678,33386,5,4,1600,1,5,6,16,127,0,226,10,54,110,1048,14,100,725000,1,3,3,39769,0
4745,283,41678,33386,5,4,1600,1,4,1,7,121,-7,3,16,55,130,1155,14,109,725000,2,1,1,39722,0
4746,242,41678,33386,5,4,1600,1,1,9,13,128,-5,3,1,60,920,1092,14,0,725000,1,2,1,39027,0
4747,56,41678,33386,5,4,1600,1,10,5,6,115,-2,39,23,44,680,1082,14,93,725000,2,2,3,40098,0
4748,635,41678,33386,5,4,1600,1,13,11,10,115,0,3,21,42,500,1102,14,99,725000,4,2,1,39146,0
4749,224,41678,33386,5,4,1600,1,14,3,4,114,0,19,7,41,990,1102,14,102,725000,1,2,3,40109,0
4750,898,41678,33386,5,4,1600,1,3,4,5,129,0,1,5,56,28,1133,14,110,725000,1,2,1,40079,1
4751,895,41678,33386,5,4,1600,1,11,12,28,116,0,9,6,43,990,1208,14,92,725000,1,2,1,39740,0
4752,868,41678,33386,5,4,1600,1,8,14,2,122,0,157,9,49,38,1161,14,109,725000,1,2,1,40430,1
4753,305,41678,33387,3,3,1200,1,2,12,7,126,-7,3,20,80,490,1240,12,0,1000000,2,2,1,38966,1
4754,76,41678,33387,3,3,1200,1,3,1,28,133,0,143,3,80,190,1139,12,114,1000000,2,2,1,39378,0
4755,253,41678,33387,3,3,1200,1,12,9,15,113,-2,9,22,62,990,1282,12,100,1000000,2,5,1,38956,0
4756,338,41678,33387,3,3,1200,1,11,10,12,116,0,15,23,63,130,1104,12,105,1000000,2,2,1,39740,0
4757,982,41678,33387,3,3,1200,1,4,6,18,127,0,3,24,74,290,1044,12,102,1000000,1,2,1,40060,0
4758,307,41678,33387,3,3,1200,1,5,2,10,126,0,317,15,73,98,1121,12,114,1000000,2,2,1,39376,0
4759,675,41678,33387,3,3,1200,1,6,11,16,126,0,318,23,73,48,1067,12,112,1000000,4,6,1,40260,0
4760,807,41678,33387,3,3,1200,1,7,4,4,125,0,58,8,72,280,1118,12,97,1000000,2,2,1,40448,0
4761,904,41678,33387,3,3,1200,1,8,7,3,121,0,23,21,68,97,1045,12,111,1000000,2,1,1,40091,1
4762,1083,41678,33387,3,3,1200,1,10,5,13,115,-5,77,13,67,990,1029,12,87,1000000,1,2,1,40413,0
4763,70,41678,33387,3,3,1200,1,9,3,21,120,0,3,10,67,20,1107,12,117,1000000,2,2,1,40060,1
4764,67,41678,33387,3,3,1200,1,1,8,22,133,0,9,9,80,110,1252,12,104,1000000,3,2,5,39867,0
4765,26,41678,33388,3,2,1200,1,9,5,10,117,0,9,15,87,100,1230,12,103,1400000,2,4,1,39666,0
4766,951,41678,33388,3,2,1200,1,3,2,7,117,-7,30,14,94,990,1108,12,107,1400000,1,2,1,39335,0
4767,92,41678,33388,3,2,1200,1,7,8,2,121,0,1,22,91,44,1166,12,120,1400000,2,4,1,39759,1
4768,191,41678,33388,3,2,1200,1,8,9,28,118,0,9,6,88,630,1163,12,0,1400000,6,2,4,39571,0
4769,782,41678,33388,3,2,1200,1,11,3,6,114,1,38,3,85,990,1135,12,108,1400000,4,2,1,39154,0
4770,198,41678,33388,3,2,1200,1,4,7,21,121,0,143,10,91,99,1197,12,116,1400000,2,3,1,39735,1
4771,308,41678,33388,3,2,1200,1,5,4,4,121,0,1,9,91,63,1043,12,118,1400000,3,2,1,39855,1
4772,193,41678,33388,3,2,1200,1,12,1,13,108,-5,3,17,80,470,1250,12,103,1400000,2,3,1,38583,0
4773,197,41678,33388,3,2,1200,1,10,12,18,118,2,9,15,86,990,1123,12,116,1400000,2,3,1,38963,0
4774,313,41678,33388,3,2,1200,1,6,6,22,121,0,3,9,91,270,1176,12,111,1400000,3,2,4,39556,0
4775,107,41678,33388,3,2,1200,1,2,11,16,133,0,9,16,103,360,1091,12,101,1400000,6,4,1,39109,0
4776,943,41678,33388,3,2,1200,1,1,10,24,133,0,1,24,103,19,1155,12,119,1400000,4,9,1,39866,0
4777,810,41678,33389,5,3,1400,1,8,6,13,115,-5,3,13,67,170,1103,14,113,1000000,1,7,1,40075,1
4778,391,41678,33389,5,3,1400,1,13,11,12,117,0,3,23,64,960,1137,14,107,1000000,2,3,1,39323,0
4779,881,41678,33389,5,3,1400,1,4,3,21,126,0,1,16,73,27,1116,14,113,1000000,2,3,1,40059,1
4780,905,41678,33389,5,3,1400,1,11,2,8,116,-2,1,1,65,830,1112,14,105,1000000,1,2,1,40051,0
4781,639,41678,33389,5,3,1400,1,12,10,6,115,-2,1,23,64,710,1063,14,89,1000000,2,3,5,40095,0
4782,240,41678,33389,5,3,1400,1,7,4,24,123,0,7,17,70,75,1068,14,111,1000000,6,3,1,39850,1
4783,440,41678,33389,5,3,1400,1,9,7,5,120,2,1,20,65,55,1115,14,110,1000000,1,1,1,39780,0
4784,784,41678,33389,5,3,1400,1,1,1,2,128,0,1,22,75,990,1068,14,108,1000000,3,2,1,40251,0
4785,871,41678,33389,5,3,1400,1,3,14,9,127,0,14,9,74,990,1103,14,107,1000000,3,3,1,40246,0
4786,990,41678,33389,5,3,1400,1,6,8,22,125,0,1,8,72,32,1100,14,107,1000000,3,2,1,40203,0
4787,485,41678,33389,5,3,1400,1,10,12,16,120,2,7,18,65,790,1018,14,111,1000000,2,2,1,39314,0
4788,439,41678,33389,5,3,1400,1,2,13,3,128,0,18,10,75,100,1086,14,110,1000000,2,2,1,40082,0
4789,387,41678,33389,5,3,1400,1,5,9,4,125,0,1,7,72,620,1083,14,106,1000000,1,2,1,39385,0
4790,561,41678,33389,5,3,1400,1,14,5,10,114,0,9,15,61,990,1163,14,100,1000000,3,2,6,39571,0
4791,702,41678,33390,5,3,1600,1,13,2,7,109,-7,45,2,62,300,1134,14,109,1000000,3,2,1,39929,0
4792,756,41678,33390,5,3,1600,1,3,13,4,130,0,295,8,76,600,1053,14,111,1000000,4,2,1,39472,0
4793,360,41678,33390,5,3,1600,1,10,10,6,118,-2,3,18,66,990,1023,14,93,1000000,1,3,1,39697,0
4794,988,41678,33390,5,3,1600,1,12,8,3,117,0,131,17,63,91,1210,14,110,1000000,1,2,1,39386,1
4795,119,41678,33390,5,3,1600,1,1,1,12,133,0,42,13,79,95,1132,14,112,1000000,1,1,1,39381,0
4796,522,41678,33390,5,3,1600,1,5,11,13,124,-5,32,17,75,990,1063,14,105,1000000,1,2,1,39321,0
4797,288,41678,33390,5,3,1600,1,6,7,21,126,0,1,1,72,21,1113,14,118,1000000,1,2,1,40131,1
4798,910,41678,33390,5,3,1600,1,7,5,22,126,0,257,16,72,74,1103,14,113,1000000,3,2,1,40295,0
4799,323,41678,33390,5,3,1600,1,2,6,28,133,0,18,10,79,65,1057,14,114,1000000,3,2,1,40288,1
4800,911,41678,33390,5,3,1600,1,14,4,10,115,0,9,15,61,140,1116,14,103,1000000,3,2,5,40249,0
4801,324,41678,33390,5,3,1600,1,9,12,15,119,-2,7,15,67,980,1135,14,110,1000000,2,2,1,39677,0
4802,851,41678,33390,5,3,1600,1,4,3,24,129,0,123,24,75,990,1075,14,98,1000000,3,2,1,40206,0
4803,98,41678,33390,5,3,1600,1,8,9,5,125,0,18,20,71,100,1158,14,100,1000000,1,1,1,39742,0
4804,539,41682,33391,7,5,1000,1,4,6,8,125,-2,6,1,31,210,1056,12,96,550000,1,3,1,39411,0
4805,125,41682,33391,7,5,1000,1,11,5,16,119,0,38,23,23,31,1118,12,102,550000,2,2,1,38955,1
4806,149,41682,33391,7,5,1000,1,8,11,22,125,0,39,4,29,160,1102,12,101,550000,3,2,1,38810,0
4807,14,41682,33391,7,5,1000,1,12,2,28,118,0,61,14,22,47,1162,12,104,550000,2,1,1,39717,0
4808,412,41682,33391,7,5,1000,1,2,3,12,131,0,7,12,35,200,1206,12,96,550000,1,3,1,38630,0
4809,124,41682,33391,7,5,1000,1,9,7,9,123,0,7,20,27,110,1094,12,102,550000,1,2,1,39337,1
4810,585,41682,33391,7,5,1000,1,3,1,4,128,0,32,11,32,120,1133,12,104,550000,3,2,1,39170,1
4811,939,41682,33391,7,5,1000,1,7,9,13,122,-5,46,12,31,990,1107,12,96,550000,12,2,1,39195,0
4812,40,41682,33391,7,5,1000,1,5,8,24,127,0,50,3,31,450,1101,12,99,550000,3,3,1,39169,0
4813,221,41682,33391,7,5,1000,1,6,4,3,127,0,260,3,31,110,1076,12,94,550000,3,2,1,40280,0
4814,415,41682,33391,7,5,1000,1,10,10,10,123,0,3,23,27,390,1054,12,86,550000,3,2,1,39219,0
4815,919,41682,33391,7,5,1000,1,1,12,21,133,0,13,24,37,45,1076,12,104,550000,2,1,1,39694,0
4816,154,41682,33392,7,4,1200,1,3,8,21,128,0,319,20,55,56,1126,12,114,725000,1,2,1,39737,1
4817,940,41682,33392,7,4,1200,1,5,12,7,119,-7,9,11,53,990,979,12,100,725000,3,2,1,40228,0
